1	203
1	730
1	1860
2	14
2	27
2	697
2	1906
3	112
3	330
3	590
3	907
4	701
4	1327
4	1346
5	133
5	469
5	470
5	1761
5	1820
6	49
6	822
6	1387
6	1415
6	1765
7	220
7	885
7	953
7	1579
8	990
8	1157
8	1503
9	407
9	812
9	1370
9	1977
10	120
10	745
10	1458
10	1473
11	863
11	1179
11	1552
11	1728
12	795
12	1319
12	1545
13	314
13	727
13	1267
13	1282
14	2
14	697
14	1906
15	138
15	650
15	749
15	1817
15	1837
16	97
16	192
16	1373
17	918
17	1148
17	1156
17	1543
17	1684
18	40
18	90
18	104
18	272
19	23
19	248
19	415
20	275
20	362
20	1134
21	325
21	494
21	770
21	998
22	29
22	126
22	1023
23	19
23	248
23	415
23	1233
24	473
24	778
24	1583
25	27
25	412
25	745
26	190
26	1131
26	1707
27	2
27	25
27	412
28	257
28	1146
28	1459
29	22
29	126
29	1023
29	1965
30	851
30	865
30	1913
31	223
31	1129
31	1918
32	379
32	981
32	1487
33	184
33	550
33	934
33	1569
34	109
34	990
34	1151
34	1790
35	278
35	1038
35	1068
36	53
36	759
36	1386
36	1843
37	160
37	451
37	736
37	1840
38	214
38	753
38	879
38	1605
38	1777
39	725
39	1006
39	1960
40	18
40	104
40	272
40	709
41	375
41	947
41	1337
41	1496
41	1793
42	657
42	948
42	1119
43	306
43	602
43	970
43	1430
44	513
44	520
44	539
44	1597
45	935
45	1296
45	1538
45	1800
45	1831
46	640
46	734
46	1025
46	1756
47	229
47	427
47	678
47	941
47	1853
48	1159
48	1341
48	1612
49	6
49	822
49	1415
49	1644
49	1765
50	148
50	401
50	1020
51	54
51	856
51	1420
52	874
52	1671
52	1917
53	36
53	1386
53	1843
54	51
54	324
54	1642
55	616
55	1166
55	1855
56	893
56	1008
56	1033
57	489
57	1218
57	1661
58	875
58	1403
58	1971
59	221
59	638
59	1255
59	1345
59	1722
60	61
60	167
60	1437
60	1545
60	1640
61	60
61	124
61	769
61	1060
62	1203
62	1474
62	1824
62	1994
63	73
63	729
63	1284
63	1562
63	1920
64	1250
64	1292
64	1554
65	531
65	1055
65	1675
65	1914
66	864
66	1552
66	1973
67	240
67	588
67	1872
68	190
68	474
68	1780
68	1962
69	963
69	1640
69	1766
70	347
70	444
70	967
70	989
70	1336
71	1785
71	1809
71	1949
72	860
72	1615
72	1685
73	63
73	1491
73	1562
74	519
74	646
74	1323
75	490
75	1504
75	1687
76	101
76	1693
76	1718
76	1788
77	108
77	283
77	341
78	179
78	708
78	1000
79	138
79	653
79	749
79	1817
80	996
80	1449
80	1480
80	1625
81	1128
81	1720
81	1811
82	164
82	269
82	1736
83	340
83	636
83	752
84	295
84	1237
84	1359
84	1819
85	155
85	927
85	938
86	303
86	806
86	932
86	1721
86	1925
87	312
87	524
87	768
88	247
88	442
88	1444
88	1503
89	805
89	1350
89	1368
90	18
90	104
90	272
91	333
91	764
91	1046
91	1363
91	1979
92	437
92	464
92	1050
93	119
93	579
93	992
93	1078
93	1727
94	607
94	732
94	826
94	886
95	394
95	1213
95	1939
96	381
96	1536
96	1922
97	16
97	1373
97	1381
98	1069
98	1246
98	1903
99	110
99	1082
99	1984
100	322
100	1466
100	1743
101	76
101	705
101	1118
101	1693
101	1788
102	230
102	262
102	1745
102	1935
103	241
103	574
103	591
103	1435
103	1647
104	18
104	40
104	90
104	1430
105	254
105	846
105	1627
105	1881
105	1894
106	331
106	845
106	1057
107	381
107	1833
107	1922
108	77
108	283
108	341
108	1472
108	1573
109	34
109	990
109	1151
110	99
110	608
110	1082
110	1941
110	1984
111	319
111	1140
111	1874
112	3
112	590
112	907
113	155
113	1538
113	1667
114	1613
114	1725
114	1731
114	1746
115	565
115	1032
115	1598
116	212
116	287
116	391
116	515
116	1558
117	237
117	1138
117	1165
117	1312
118	228
118	385
118	664
119	93
119	579
119	1469
119	1727
119	1947
120	10
120	790
120	864
120	917
120	1702
121	291
121	513
121	1206
122	665
122	674
122	824
123	374
123	891
123	1147
124	61
124	769
124	1557
124	1616
125	655
125	1523
125	1735
125	1919
125	1941
126	22
126	29
126	1023
126	1125
127	180
127	679
127	1547
128	962
128	1084
128	1395
128	1402
129	675
129	1037
129	1143
129	1596
130	481
130	750
130	1667
131	310
131	831
131	1817
131	1911
132	282
132	284
132	1285
133	5
133	469
133	470
133	1161
134	215
134	269
134	459
134	1341
134	1621
135	279
135	1366
135	1617
135	1660
136	298
136	848
136	1036
137	658
137	817
137	1230
137	1580
138	15
138	79
138	1039
138	1817
138	1837
139	416
139	750
139	809
139	1870
140	159
140	1087
140	1629
141	245
141	640
141	1021
141	1485
141	1928
142	295
142	921
142	1986
143	345
143	1017
143	1177
144	265
144	627
144	1291
144	1401
144	1632
145	986
145	1360
145	1798
146	372
146	1210
146	1262
146	1327
146	1365
147	227
147	780
147	1821
148	50
148	401
148	1020
148	1456
149	1108
149	1536
149	1653
150	173
150	754
150	857
151	1051
151	1190
151	1354
151	1739
152	1043
152	1115
152	1585
152	1889
152	1980
153	411
153	1404
153	1425
154	624
154	661
154	914
154	1174
154	1963
155	85
155	113
155	927
155	1560
156	696
156	741
156	1546
156	1726
157	178
157	470
157	959
157	1318
158	420
158	1400
158	1435
159	140
159	1087
159	1629
160	37
160	451
160	485
160	736
160	1840
161	462
161	1099
161	1272
162	766
162	1016
162	1457
163	732
163	886
163	1359
164	82
164	665
164	1736
164	1877
164	1998
165	1398
165	1449
165	1497
165	1561
166	332
166	1158
166	1184
166	1187
167	60
167	1437
167	1545
167	1640
168	360
168	696
168	1676
169	747
169	905
169	1132
170	264
170	985
170	1094
171	172
171	813
171	926
171	1044
172	171
172	553
172	813
172	926
173	150
173	661
173	754
173	1696
174	1185
174	1347
174	1955
175	1056
175	1306
175	1952
176	599
176	678
176	1872
177	289
177	428
177	1471
178	157
178	1072
178	1318
179	78
179	988
179	1387
179	1439
180	127
180	373
180	679
181	462
181	1305
181	1717
181	1759
182	580
182	1131
182	1337
182	1934
183	984
183	1031
183	1269
183	1743
183	1921
184	33
184	505
184	806
184	934
184	1569
185	743
185	1003
185	1963
186	467
186	641
186	885
186	1048
187	358
187	589
187	1014
188	496
188	803
188	958
188	1167
188	1694
189	748
189	1011
189	1079
189	1154
189	1263
190	26
190	68
190	1707
191	471
191	590
191	1679
192	16
192	1033
192	1373
193	349
193	1135
193	1283
194	518
194	1245
194	1839
194	1869
195	1199
195	1308
195	1482
195	1566
196	425
196	432
196	1010
197	304
197	749
197	1035
197	1456
198	239
198	312
198	418
198	476
198	1744
199	1446
199	1879
199	1921
200	408
200	547
200	1223
200	1735
201	319
201	1097
201	1749
202	271
202	887
202	1414
202	1528
203	1
203	249
203	1011
203	1079
204	595
204	1673
204	1692
204	1923
205	320
205	392
205	1004
206	563
206	850
206	1383
206	1639
207	246
207	290
207	1314
207	1724
208	1592
208	1681
208	1823
209	469
209	781
209	951
209	1206
209	1971
210	253
210	373
210	1213
210	1378
210	1648
211	376
211	607
211	722
212	116
212	1636
212	1936
213	785
213	863
213	1477
213	1708
214	38
214	753
214	1777
215	134
215	269
215	459
215	1621
216	666
216	693
216	939
216	1679
217	1086
217	1330
217	1672
218	349
218	802
218	1532
219	1113
219	1209
219	1618
220	7
220	921
220	999
220	1955
221	59
221	858
221	1345
222	458
222	1453
222	1970
223	31
223	1129
223	1918
224	486
224	493
224	680
225	852
225	1170
225	1614
225	1741
226	297
226	1062
226	1943
226	1948
227	147
227	1375
227	1701
228	118
228	1501
228	1722
229	47
229	508
229	941
229	1853
229	1983
230	102
230	262
230	1745
231	551
231	569
231	1181
231	1907
232	434
232	961
232	1279
233	240
233	1061
233	1499
234	658
234	1565
234	1599
234	1608
234	1713
235	352
235	1026
235	1042
235	1311
235	1995
236	463
236	482
236	1472
236	1865
236	1944
237	117
237	344
237	1828
237	1847
237	1967
238	399
238	1687
238	1707
238	1779
239	198
239	327
239	471
239	476
239	1744
240	67
240	233
240	588
241	103
241	574
241	591
241	1647
242	820
242	1132
242	1583
243	979
243	1231
243	1890
244	557
244	735
244	969
244	1569
244	1965
245	141
245	640
245	1021
245	1485
245	1977
246	207
246	1486
246	1787
247	88
247	442
247	1143
247	1444
248	19
248	23
248	415
249	203
249	679
249	1079
249	1154
250	604
250	742
250	1783
251	610
251	852
251	1526
